更新时间,#genre#
20260206 02:09,url


RespoTime,whitelist,#genre#
112.77ms,TV9,https://live.catvod.com/live.php?id=TV9
112.88ms,Stingray Naturescape,https://lotus.stingray.com/manifest/naturescape-a003-montreal/samsungtvplus/master.m3u8
112.92ms,SPO TV 2,https://live.catvod.com/live.php?id=go_spotv2
112.94ms,三立闽南,https://smt.858.qzz.io/Smart.php?id=sanlitaiwan
112.94ms,《周杰伦2010超时代演唱会完整版》,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
113.07ms,Congress Channel 1 Ⓨ,https://www.youtube.com/watch?v=4HysYHJ6GkY
113.15ms,CCTV5,https://live.catvod.com/live.php?id=cctv5
113.18ms,One,https://live.catvod.com/live.php?id=One
113.26ms,Makkal TV,https://live.catvod.com/live.php?id=Makkaltv
113.30ms,DJ情歌,https://vd2.bdstatic.com/mda-mm67ychk60q5n0d1/sc/cae_h264/1638893384360470440/mda-mm67ychk60q5n0d1.mp4
113.40ms,凤凰中文,https://live.catvod.com/live.php?id=phoenixtv_hd
113.43ms,博斯无限,https://live.catvod.com/live.php?id=bosiunlimited_twn
113.44ms,CBN Family (1080p),https://fastly.live.brightcove.com/6380399588112/us-east-1/734546207001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiczFpM3ZpLmVncmVzcy50N2M3emwiLCJhY2NvdW50X2lkIjoiNzM0NTQ2MjA3MDAxIiwiZWhuIjoiZmFzdGx5LmxpdmUuYnJpZ2h0Y292ZS5jb20iLCJpc3MiOiJibGl2ZS1wbGF5YmFjay1zb3VyY2UtYXBpIiwic3ViIjoicGF0aG1hcHRva2VuIiwiYXVkIjpbIjczNDU0NjIwNzAwMSJdLCJqdGkiOiI2MzgwMzk5NTg4MTEyIn0.LYfIeObmX4AEStY_xCnPZwMJHXgOAPFMTKfztq-9F8U/playlist-hls.m3u8
113.48ms,Sundom TV Ⓨ,https://www.youtube.com/@SundomTV/live
113.50ms,李克勤《2002情情塔塔演唱会 修复版 完整版》,https://vd2.bdstatic.com/mda-pae7c6xjaeg7xer5/hd/cae_h264/1673762904075484432/mda-pae7c6xjaeg7xer5.mp4
113.61ms,谢霆锋2000年viva演唱会完整版》锋迷必看！,https://vd2.bdstatic.com/mda-nmcj7tziypfkmubu/360p/h264/1670938894231640080/mda-nmcj7tziypfkmubu.mp4
113.63ms,周传雄演唱会,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4
113.68ms,华丽翡翠台(多音轨字幕),https://o11.163189.xyz/stream/live/hlt/
113.69ms,澳门莲花,http://cdn6.veryfast.filegear-sg.me/live/amlh/stream.m3u8
113.72ms,Hits,https://live.catvod.com/live.php?id=Hits
113.81ms,蔡依林《2013Myself 台北演唱会完整版》,https://vd2.bdstatic.com/mda-nmuh0hr8u0u6cte0/576p/h264/1672315785506572864/mda-nmuh0hr8u0u6cte0.mp4
113.93ms,凤凰资讯,https://mgev.188766.xyz/?migutoken=8d0e8e2a72d3c44e19e99b2f6f306d3a&id=hk_fhzx&type=dy
113.97ms,黎明《2005 红磡经典金曲演唱会 完整版》,https://vd3.bdstatic.com/mda-nmpe78rgx4gw838q/hd/cae_h264/1671883745043789332/mda-nmpe78rgx4gw838q.mp4
114.15ms,台视综合,https://live.catvod.com/live.php?id=ttvzhonghe
114.41ms,Astro LOL,https://live.catvod.com/live.php?id=Astro_lol
114.42ms,Euronews Deutsch Ⓨ,https://www.youtube.com/euronewsde/live
114.46ms,TBKTV,https://live.catvod.com/live.php?id=vtn_tbktv
114.59ms,NHK Oaska,https://live.catvod.com/live.php?id=nhkosaka_japan
114.65ms,Astro Beinsports 2,https://live.catvod.com/live.php?id=Astrobein2
114.67ms,CNA,https://www.youtube.com/watch?v=XWq5kBlakcQ
114.79ms,Astro Grandstand,https://live.catvod.com/live.php?id=go_assp3
114.95ms,DD Bharati Ⓨ,https://www.youtube.com/@ddbharati/live
115.07ms,Movies for Gamers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6008ddf24ef92b00079d61cf/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a02e3-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2f37e9d8-bdac-4d46-949d-ccfbf76dd6e0
115.09ms,萧亚轩《2009 WOW3 LIVE 演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3kh2zwascgw2c2/576p/h264/1672843937904836811/mda-pa3kh2zwascgw2c2.mp4
115.31ms,Euronews Albania Ⓨ,https://www.youtube.com/@EuronewsAlbania/live
115.37ms,CI,https://live.catvod.com/live.php?id=ci_twn
115.43ms,无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct
115.46ms,RHK 31,https://live.catvod.com/live.php?id=rhk31_twn
115.48ms,三立戏剧,https://live.catvod.com/live.php?id=sanlixiju_twn
115.54ms,XITE Celebrates,https://dt1s4l2cmiyit.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-fcwpee1h7t5cs/XITE_Celebrates.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBD350003932
115.60ms,MTV Live,https://live.catvod.com/live.php?id=mtvhd_twn
115.76ms,Pluto TV Deportes (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dcde07af1c85b0009b18651/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=
115.83ms,Pick TV,https://live.catvod.com/live.php?id=picktv_antik
115.84ms,CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
115.87ms,ACCDN (1080p),https://raycom-accdn-firetv.amagi.tv/playlist.m3u8
115.89ms,TLN Media Chicago,https://fuel-streaming-prod01.fuelmedia.io/v1/sem/cb165faa-41c9-42ad-83ee-ad5ca9fb927c.m3u8
116.00ms,CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
116.01ms,中天娱乐 CTI Entertaiment,https://live.catvod.com/live.php?id=ctient
116.09ms,TLC,https://live.catvod.com/live.php?id=Tlc
116.09ms,Euronews Español Ⓨ,https://www.youtube.com/euronewses/live
116.13ms,Squadra Speciale Cobra 11 – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/625e6cc905e09f00073addee/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
116.15ms,Qwest TV (240p),https://qwest-jazz-plex.amagi.tv/240p-cc/index.m3u8
116.17ms,CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
116.17ms,广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
116.21ms,张惠妹《2013世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa59wsxnp6hvw6cd/576p/h264/1672989122541301764/mda-pa59wsxnp6hvw6cd.mp4
116.24ms,重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub
116.26ms,宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
116.28ms,重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
116.29ms,CityTV San Diego (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/sandiego/G1826_005/playlist.m3u8
116.37ms,齐秦合集,https://vd3.bdstatic.com/mda-nksbca2gxqm392y9/sc/cae_h264/1669538208173071679/mda-nksbca2gxqm392y9.mp4
116.37ms,欢喜台 HD(Hua Hee Tai),https://live.catvod.com/live.php?id=Huahee
116.42ms,Love Nature (480p),https://bamus-lovenature-lg.amagi.tv/480p-cc/index.m3u8
116.46ms,PBS Nature (1080p) [Geo-blocked],https://amg02333-pbs-amg02333c11-firetv-us-4242.playouts.now.amagi.tv/playlist.m3u8
116.55ms,VSiN (720p),https://vsin-sgrewind.streamguys1.com/scte/live-2k/playlist.m3u8
116.60ms,CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
116.60ms,New,https://live.catvod.com/live.php?id=new_pat
116.62ms,北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
116.64ms,CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
116.85ms,东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
116.90ms,东森财经「4gTV」,https://tv.iill.top/4gtv/4gtv-4gtv153?token=f99aa6dcc5ace8a366e4f74ee682577886b85ad1eaac24be91383512c36747b9
116.90ms,四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
116.94ms,TVB无线新闻,https://live.catvod.com/live.php?id=tvbxw01
117.00ms,CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
117.06ms,CCTV卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
117.08ms,甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
117.11ms,CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
117.17ms,Vision Prime,https://live.catvod.com/live.php?id=VisionPrime
117.17ms,广东体育,https://live.catvod.com/live.php?id=gdty01
117.20ms,Tnt Sports 1,https://live.catvod.com/live.php?id=tntsport1
117.24ms,CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
117.29ms,广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
117.30ms,1986年春晚,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
117.30ms,CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
117.30ms,“第一天团”纵贯线《台北2009「出发」演唱会致敬经典 完整版》,https://vd3.bdstatic.com/mda-pac5q1he7r5wjykx/576p/h264/1673583274906869271/mda-pac5q1he7r5wjykx.mp4
117.31ms,Channel 4,https://live.catvod.com/live.php?id=channel4_antik
117.34ms,CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
117.37ms,Newport Beach Television (720p),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/newportbeach/G0064_003/playlist.m3u8
117.42ms,猪哥亮歌厅秀,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv006
117.44ms,CBS News Chicago (720p),https://cbsn-chi.cbsnstream.cbsnews.com/out/v1/b2fc0d5715d54908adf07f97d2616646/master.m3u8
117.46ms,EBS 1,https://live.catvod.com/live.php?id=ebs1_korea
117.53ms,翡翠台(多音轨字幕),https://o11.163189.xyz/stream/tvb/fct/
117.54ms,CCTV央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
117.57ms,伍佰2018年China.Blue.透南风演唱会完整版》,https://vd2.bdstatic.com/mda-nmeb54vh3bws7c4c/576p/h264/1671091096057328271/mda-nmeb54vh3bws7c4c.mp4
117.58ms,Star Vijay,https://live.catvod.com/live.php?id=Starvijay
117.68ms,广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
117.68ms,ABC News Live 1 (720p),https://abcnews-streams.akamaized.net/hls/live/2023560/abcnewshudson1/master_4000.m3u8
117.68ms,CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
117.69ms,Vasantham backup,https://live.catvod.com/live.php?id=Mewatch_Vasantham
117.69ms,深圳卫视,https://live.catvod.com/live.php?id=shenzhen
117.73ms,ABC News (AU) Ⓨ,https://www.youtube.com/@abcnewsaustralia/live
117.73ms,NBC Universo West (720p),http://190.11.225.124:5000/live/universo_hd/playlist.m3u8
117.80ms,EYETV 旅游,https://live.catvod.com/live.php?id=eyetvtravel_twn
117.85ms,Sci-Fi – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/61728bb9ee3773000840c1fa/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
117.92ms,深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
117.94ms,HBO Signature,https://live.catvod.com/live.php?id=Hbosignature
117.98ms,Comedia Made in Spain (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f1abce155a03d0007718834/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5f1abce155a03d0007718834&deviceLat=41.1167&deviceLon=1.2500&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=ES&serverSideAds=false&sid=505&terminate=false&userId=
117.99ms,江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
118.11ms,TVB星河(多音轨字幕),https://o11.163189.xyz/stream/live/tvbxh/
118.20ms,Gospel Truth TV,https://na.linear.zype.com/bf94f9f4-383c-40e0-9d49-279a4f33ab8d/f29b8836-d990-4c8d-b421-192a8f43edc4-zype/manifest.m3u8
118.34ms,CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
118.39ms,St. Pete TV (SPTV) (St Petersburg FL) (360p),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/stpete/G0187_003/playlist.m3u8
118.44ms,Siar,https://live.catvod.com/live.php?id=Siar
118.60ms,All the Kpop,https://live.catvod.com/live.php?id=allthekpop_korea
118.61ms,Skysports Main Event,https://live.catvod.com/live.php?id=tiankongmain
118.62ms,东森新闻,https://www.youtube.com/watch?v=E0zhe2gkXBs
118.74ms,Viu6,https://live.catvod.com/live.php?id=viusix_twn
118.75ms,《周杰伦2004无与伦比演唱会完整版》,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4
118.75ms,新动漫,https://tv.iill.top/migu/xdm&token=886bce813f2cd4e37742d034db073fb39288ecfa7b0e43b20307dd9a2b2d0bdc
118.75ms,ANTV,https://live.catvod.com/live.php?id=vtn_antv
118.78ms,龙华洋片 Lunghua Western,https://live.catvod.com/live.php?id=lunghuawestern_twn
118.86ms,三立都会,https://live.catvod.com/live.php?id=sanlidouhui_twn
118.86ms,France Inter Ⓨ,https://www.youtube.com/c/FranceInter/live
118.90ms,邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
118.95ms,Channel 11 (Scottsdale AZ),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/scottsdale/G0040_007/chunklist.m3u8
118.98ms,EYETV 戏剧,https://live.catvod.com/live.php?id=eyetvxiju_twn
119.00ms,陈慧琳《2002 飞天舞会演唱会 完整版》,https://vd4.bdstatic.com/mda-panghz9yd2itiarg/576p/h264/1674474198720485545/mda-panghz9yd2itiarg.mp4
119.00ms,广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
119.05ms,CBS,https://live.catvod.com/live.php?id=cbs_korea
119.06ms,TVBS 新闻「4gTV」,https://tv.iill.top/4gtv/media-live072?token=f99aa6dcc5ace8a366e4f74ee682577886b85ad1eaac24be91383512c36747b9
119.18ms,Al_Jazeera,https://live.catvod.com/live.php?id=Aljazeera
119.22ms,CGTN纪录,https://0472.org/hls/cgtnd.m3u8
119.31ms,Euro,https://live20.bozztv.com/akamaissh101/ssh101/eurotvlive/playlist.m3u8
119.36ms,CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
119.41ms,Dora TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d14fb6c84dd37df3b4290c5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c287c49-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=58d418cb-223d-4b93-bc8e-5666e9995949
119.42ms,Matlock,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63da365f60bc8f0008a50f44/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7af0e8-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4f26df9e-4f5e-4183-a843-1996b0eaf551
119.54ms,探索,https://live.catvod.com/live.php?id=discoverych_twn
119.54ms,CNBC Ⓨ,https://www.youtube.com/c/CNBC/live
119.65ms,White Plains Community Media (360p),https://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/playlist.m3u8
119.66ms,FTV News (民視新聞台) Ⓨ,https://www.youtube.com/watch?v=ylYJSBUgaMA
119.70ms,广东珠江,https://live.catvod.com/live.php?id=gdzj01
119.72ms,Star Movies ,https://live.catvod.com/live.php?id=starmovies_raj
119.73ms,France 24 Español Ⓨ,https://www.youtube.com/c/FRANCE24Espanol/live
119.75ms,Al Jazeera English (1080p),https://live-hls-web-aje-fa.getaj.net/AJE/01.m3u8
119.79ms,TV5,https://live.catvod.com/live.php?id=TV5
119.81ms,MyTime Movie Network (1080p),https://appletree-mytimeau-samsung.amagi.tv/playlist.m3u8
119.84ms,A24 Ⓨ,https://www.youtube.com/c/A24com/live
119.85ms,Totally Turtles,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d0c16d686454ead733d08f8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c73e9-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3441abd1-12dc-4351-b79d-3b4eb58dc339
119.88ms,Totò – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/65253f9881f942000833ccd5/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
119.90ms,Skynews,https://live.catvod.com/live.php?id=skynews_twn
119.95ms,Asia Food Network,https://live.catvod.com/live.php?id=Afc
120.03ms,亚洲旅游,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv076
120.14ms,QVC,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc1us/master.m3u8
120.22ms,Kaloopy,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/kaloopy/master.m3u8?ads.vf=MW8if26gWIm
120.25ms,Akaku 55 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch3/video.m3u8
120.30ms,Serie – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/60b9ff2722bfa400072676ef/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
120.52ms,TPTV,https://live.catvod.com/live.php?id=tptv_pat
120.57ms,萧亚轩《2001 夏日精彩 演唱会 完整版》,https://vd3.bdstatic.com/mda-nmva6i471kzy4s4w/576p/h264/1672384680417583405/mda-nmva6i471kzy4s4w.mp4
120.59ms,Animax,https://live.catvod.com/live.php?id=Animax
120.62ms,Awesome TV,https://live.catvod.com/live.php?id=Dsangat
120.72ms,La Voz de Jesus HD (720p),https://live20.bozztv.com/giatvplayout7/giatv-208429/playlist.m3u8
120.86ms,博斯运动 2,https://live.catvod.com/live.php?id=bosisport2_twn
120.92ms,Animal_Planet,https://live.catvod.com/live.php?id=AnimalPlanet
120.98ms,Channel 5 backup,https://live.catvod.com/live.php?id=Mewatch_ch5
121.06ms,靖天卡通,https://live.catvod.com/live.php?id=jingtiancartoon_twn
121.14ms,大爱2,https://live.catvod.com/live.php?id=daai2_twn
121.16ms,Torrance CitiCABLE (Torrance CA) (360p),https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/torrance/G0057_005/playlist.m3u8
121.16ms,江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
121.22ms,MNC TV,https://live.catvod.com/live.php?id=Mnctv
121.33ms,Kompass TV,https://live.catvod.com/live.php?id=Kompass
121.40ms,CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
121.43ms,Euronews România Ⓨ,https://www.youtube.com/euronewsro/live
121.44ms,NHK-E,https://live.catvod.com/live.php?id=nhke_japan
121.44ms,贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
121.55ms,陈慧娴《2014 30周年演唱会 完整 珍藏版》,https://vd2.bdstatic.com/mda-nmkc1znfw4dz5tbj/576p/h264/1671612650824205354/mda-nmkc1znfw4dz5tbj.mp4
121.60ms,KMCT-DT1 (720p),https://cdn-unified-hls.streamspot.com/ingest1/4b4d895dd6/playlist.m3u8?origin=1
121.64ms,Astro Badminton 2,https://live.catvod.com/live.php?id=go_badminton2
121.76ms,J the Kpop,https://live.catvod.com/live.php?id=jthekpop_korea
121.80ms,Tin TV (720p) [Not 24/7],https://bozztv.com/1gbw5/tintv/tintv/playlist.m3u8
121.84ms,Starmaa Movies ,https://live.catvod.com/live.php?id=starmaamovies_raj
121.84ms,CCTV9,http://23.237.228.134/live5/CCTV9.m3u8
121.91ms,Euronews Bulgaria Ⓨ,https://www.youtube.com/channel/UCU1i6qBMjY9El6q5L2OK8hA/live
121.92ms,Sword & Shield,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/sword-1/master.m3u8?ads.vf=mqsJyklkQl0
121.92ms,台视新闻台 TTV News,https://live.catvod.com/live.php?id=ttvnews_twn
121.94ms,陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
121.95ms,Tawaf TV,https://live.catvod.com/live.php?id=TawafTV
122.01ms,Ganj e Hozour TV (1080p),https://media.parvizshahbazi.com/ganjehozour/Main_tv/playlist.m3u8
122.03ms,辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
122.07ms,中天亚洲,https://live.catvod.com/live.php?id=ctiasia_twn
122.08ms,山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
122.08ms,三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
122.12ms,CNN backup,https://live.catvod.com/live.php?id=cnn_twn
122.13ms,GmmOne,https://live.catvod.com/live.php?id=gmmone_pat
122.14ms,TV1,https://live.catvod.com/live.php?id=TV1
122.16ms,HBO ,https://live.catvod.com/live.php?id=Hbo
122.18ms,高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
122.20ms,重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub
122.25ms,人间卫视,https://tv.iill.top/4gtv/210
122.27ms,PVS TV,https://2-fss-1.streamhoster.com/pl_122/202676-1357858-1/playlist.m3u8
122.30ms,邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
122.37ms,tvN Movie,https://live.catvod.com/live.php?id=Tvnmovie
122.39ms,CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
122.39ms,Payame Aramesh TV (720p),https://hls.keshishhamid.live/hls/stream.m3u8
122.43ms,TVBSNEWS,https://www.youtube.com/watch?v=m_dhMSvUCIc
122.43ms,广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
122.44ms,Baby TV,https://live.catvod.com/live.php?id=babytv_twn
122.44ms,Thrill,https://live.catvod.com/live.php?id=Thrill
122.47ms,More TV Sitcoms,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6132619f9ddaa50007e7dd86/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a02e0-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=62d7dbcd-04ab-4ca8-ae91-0bf98c68d0d2
122.48ms,CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
122.48ms,Sony ,https://live.catvod.com/live.php?id=SetOne
122.48ms,CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
